First,Second,Mean,Type,Cal.,Latitude,Longitude,Mean time,Local time,Latitude,Longitude
4/18/2009 5:17,4/18/2009 20:03,4/18/2009 12:40,Midday,-6.2,45.722,-10.166,,,,
4/18/2009 20:03,4/19/2009 5:14,4/19/2009 0:39,Midnight,-6.2,45.675,-9.944,4/18/2009 18:40,2009-04-18 17:59,45.699,-10.055
4/19/2009 5:14,4/19/2009 20:04,4/19/2009 12:39,Midday,-6.2,45.875,-9.971,,,,
4/19/2009 20:04,4/20/2009 5:04,4/20/2009 0:34,Midnight,-6.2,47.378,-8.747,4/19/2009 18:37,2009-04-19 17:59,46.626,-9.359
4/20/2009 5:04,4/20/2009 20:03,4/20/2009 12:34,Midday,-6.2,47.175,-8.773,,,,
4/20/2009 20:03,4/21/2009 4:44,4/21/2009 0:24,Midnight,-6.2,49.871,-6.299,4/20/2009 18:29,2009-04-20 17:59,48.523,-7.536
4/21/2009 4:44,4/21/2009 19:42,4/21/2009 12:13,Midday,-6.2,46.170,-3.573,,,,
4/21/2009 19:42,4/22/2009 3:46,4/21/2009 23:44,Midnight,-6.2,54.579,3.653,4/21/2009 17:59,2009-04-21 17:59,50.375,0.040
4/22/2009 3:46,4/22/2009 19:30,4/22/2009 11:38,Midday,-6.2,52.904,5.129,,,,
4/22/2009 19:30,4/23/2009 3:30,4/22/2009 23:30,Midnight,-6.2,54.504,7.105,4/22/2009 17:34,2009-04-22 17:59,53.704,6.117
4/23/2009 3:30,4/23/2009 19:29,4/23/2009 11:30,Midday,-6.2,54.344,7.082,,,,
4/23/2009 19:29,4/24/2009 2:46,4/23/2009 23:08,Midnight,-6.2,58.259,12.559,4/23/2009 17:19,2009-04-23 17:58,56.302,9.821
4/24/2009 2:46,4/24/2009 19:12,4/24/2009 10:59,Midday,-6.2,56.632,14.787,,,,
4/24/2009 19:12,4/25/2009 2:43,4/24/2009 22:58,Midnight,-6.2,56.465,15.015,4/24/2009 16:59,2009-04-24 17:58,56.549,14.901
4/25/2009 2:43,4/25/2009 19:03,4/25/2009 10:53,Midday,-6.2,55.518,16.244,,,,
4/25/2009 19:03,4/26/2009 2:48,4/25/2009 22:56,Midnight,-6.2,54.519,15.473,4/25/2009 16:55,2009-04-25 17:58,55.019,15.859
4/26/2009 2:48,4/26/2009 19:02,4/26/2009 10:55,Midday,-6.2,54.374,15.703,,,,
4/26/2009 19:02,4/27/2009 2:55,4/26/2009 22:59,Midnight,-6.2,53.115,14.683,4/26/2009 16:57,2009-04-26 17:58,53.745,15.193
4/27/2009 2:55,4/27/2009 19:12,4/27/2009 11:04,Midday,-6.2,54.306,13.413,,,,
4/27/2009 19:12,4/28/2009 2:40,4/27/2009 22:56,Midnight,-6.2,55.394,15.395,4/27/2009 17:00,2009-04-27 17:58,54.850,14.404
4/28/2009 2:40,4/28/2009 19:09,4/28/2009 10:55,Midday,-6.2,55.065,15.626,,,,
4/28/2009 19:09,4/29/2009 2:44,4/28/2009 22:57,Midnight,-6.2,54.118,15.108,4/28/2009 16:56,2009-04-28 17:57,54.591,15.367
4/29/2009 2:44,4/29/2009 19:19,4/29/2009 11:02,Midday,-6.2,55.183,13.841,,,,
4/29/2009 19:19,4/30/2009 2:37,4/29/2009 22:58,Midnight,-6.2,55.424,14.825,4/29/2009 17:00,2009-04-29 17:57,55.304,14.333
4/30/2009 2:37,4/30/2009 19:30,4/30/2009 11:04,Midday,-6.2,56.373,13.308,,,,
4/30/2009 19:30,5/1/2009 2:34,4/30/2009 23:02,Midnight,-6.2,56.229,13.793,4/30/2009 17:03,2009-04-30 17:57,56.301,13.550
5/1/2009 2:34,5/1/2009 19:29,5/1/2009 11:02,Midday,-6.2,56.113,13.778,,,,
5/1/2009 19:29,5/2/2009 2:34,5/1/2009 23:02,Midnight,-6.2,55.629,13.763,5/1/2009 17:02,2009-05-01 17:57,55.871,13.770
5/2/2009 2:34,5/2/2009 19:23,5/2/2009 10:59,Midday,-6.2,55.160,14.499,,,,
5/2/2009 19:23,5/3/2009 2:35,5/2/2009 22:59,Midnight,-6.2,54.674,14.486,5/2/2009 16:59,2009-05-02 17:57,54.917,14.493
5/3/2009 2:35,5/3/2009 19:20,5/3/2009 10:58,Midday,-6.2,54.374,14.723,,,,
5/3/2009 19:20,5/4/2009 2:33,5/3/2009 22:57,Midnight,-6.2,54.075,14.961,5/3/2009 16:57,2009-05-03 17:57,54.224,14.842
5/4/2009 2:33,5/4/2009 19:32,5/4/2009 11:03,Midday,-6.2,55.208,13.449,,,,
5/4/2009 19:32,5/5/2009 2:34,5/4/2009 23:03,Midnight,-6.2,54.745,13.438,5/4/2009 17:03,2009-05-04 17:57,54.977,13.444
5/5/2009 2:34,5/5/2009 19:33,5/5/2009 11:04,Midday,-6.2,54.809,13.178,,,,
5/5/2009 19:33,5/6/2009 2:30,5/5/2009 23:02,Midnight,-6.2,54.697,13.668,5/5/2009 17:03,2009-05-05 17:56,54.753,13.423
5/6/2009 2:30,5/6/2009 19:50,5/6/2009 11:10,Midday,-6.2,56.046,11.659,,,,
5/6/2009 19:50,5/7/2009 2:08,5/6/2009 22:59,Midnight,-6.2,57.357,14.400,5/6/2009 17:05,2009-05-06 17:57,56.701,13.030
5/7/2009 2:08,5/7/2009 19:51,5/7/2009 11:00,Midday,-6.2,57.401,14.142,,,,
5/7/2009 19:51,5/8/2009 2:13,5/7/2009 23:02,Midnight,-6.2,56.726,13.635,5/7/2009 17:01,2009-05-07 17:57,57.063,13.888
5/8/2009 2:13,5/8/2009 19:47,5/8/2009 11:00,Midday,-6.2,56.354,14.128,,,,
5/8/2009 19:47,5/9/2009 2:24,5/8/2009 23:06,Midnight,-6.2,55.202,12.621,5/8/2009 17:03,2009-05-08 17:57,55.778,13.375
5/9/2009 2:24,5/9/2009 19:50,5/9/2009 11:07,Midday,-6.2,55.413,12.366,,,,
5/9/2009 19:50,5/10/2009 2:24,5/9/2009 23:07,Midnight,-6.2,55.157,12.361,5/9/2009 17:07,2009-05-09 17:57,55.285,12.363
5/10/2009 2:24,5/10/2009 19:57,5/10/2009 11:11,Midday,-6.2,55.657,11.356,,,,
5/10/2009 19:57,5/11/2009 2:05,5/10/2009 23:01,Midnight,-6.2,56.648,13.852,5/10/2009 17:06,2009-05-10 17:56,56.152,12.604
5/11/2009 2:05,5/11/2009 19:52,5/11/2009 10:59,Midday,-6.2,56.302,14.349,,,,
5/11/2009 19:52,5/12/2009 2:03,5/11/2009 22:58,Midnight,-6.2,56.060,14.596,5/11/2009 16:58,2009-05-11 17:56,56.181,14.472
5/12/2009 2:03,5/12/2009 20:02,5/12/2009 11:03,Midday,-6.2,56.760,13.344,,,,
5/12/2009 20:02,5/13/2009 2:06,5/12/2009 23:04,Midnight,-6.2,56.270,13.092,5/12/2009 17:04,2009-05-12 17:56,56.515,13.218
5/13/2009 2:06,5/13/2009 19:59,5/13/2009 11:03,Midday,-6.2,56.062,13.341,,,,
5/13/2009 19:59,5/14/2009 1:58,5/13/2009 22:59,Midnight,-6.2,56.221,14.341,5/13/2009 17:01,2009-05-13 17:56,56.141,13.841
5/14/2009 1:58,5/14/2009 19:43,5/14/2009 10:51,Midday,-6.2,55.220,16.341,,,,
5/14/2009 19:43,5/15/2009 1:55,5/14/2009 22:49,Midnight,-6.2,55.134,16.842,5/14/2009 16:50,2009-05-14 17:56,55.177,16.592
5/15/2009 1:55,5/15/2009 19:51,5/15/2009 10:53,Midday,-6.2,55.591,15.844,,,,
5/15/2009 19:51,5/16/2009 2:04,5/15/2009 22:58,Midnight,-6.2,54.700,14.596,5/15/2009 16:56,2009-05-15 17:56,55.146,15.220
5/16/2009 2:04,5/16/2009 19:42,5/16/2009 10:53,Midday,-6.2,54.055,15.848,,,,
5/16/2009 19:42,5/17/2009 1:46,5/16/2009 22:44,Midnight,-6.2,55.092,18.101,5/16/2009 16:49,2009-05-16 17:57,54.573,16.975
5/17/2009 1:46,5/17/2009 19:53,5/17/2009 10:50,Midday,-6.2,55.784,16.605,,,,
5/17/2009 19:53,5/18/2009 2:33,5/17/2009 23:13,Midnight,-6.2,52.174,10.860,5/17/2009 17:02,2009-05-17 17:56,53.979,13.732
5/18/2009 2:33,5/18/2009 19:53,5/18/2009 11:13,Midday,-6.2,52.092,10.864,,,,
5/18/2009 19:53,5/19/2009 1:45,5/18/2009 22:49,Midnight,-6.2,55.314,16.870,5/18/2009 17:01,2009-05-18 17:57,53.703,13.867
5/19/2009 1:45,5/19/2009 20:03,5/19/2009 10:54,Midday,-6.2,55.852,15.626,,,,
5/19/2009 20:03,5/20/2009 1:55,5/19/2009 22:59,Midnight,-6.2,55.053,14.383,5/19/2009 16:57,2009-05-19 17:57,55.453,15.004
5/20/2009 1:55,5/20/2009 20:19,5/20/2009 11:07,Midday,-6.2,55.944,12.390,,,,
5/20/2009 20:19,5/21/2009 2:08,5/20/2009 23:14,Midnight,-6.2,54.924,10.648,5/20/2009 17:10,2009-05-20 17:57,55.434,11.519
5/21/2009 2:08,5/21/2009 19:33,5/21/2009 10:50,Midday,-6.2,51.611,16.656,,,,
5/21/2009 19:33,5/22/2009 1:55,5/21/2009 22:44,Midnight,-6.2,52.513,18.165,5/21/2009 16:47,2009-05-21 17:57,52.062,17.410
5/22/2009 1:55,5/22/2009 20:05,5/22/2009 11:00,Midday,-6.2,54.620,14.174,,,,
5/22/2009 20:05,5/23/2009 1:44,5/22/2009 22:55,Midnight,-6.2,55.054,15.434,5/22/2009 16:57,2009-05-22 17:57,54.837,14.804
5/23/2009 1:44,5/23/2009 20:30,5/23/2009 11:07,Midday,-6.2,56.429,12.445,,,,
5/23/2009 20:30,5/24/2009 1:53,5/23/2009 23:12,Midnight,-6.2,55.733,11.206,5/23/2009 17:10,2009-05-23 17:57,56.081,11.825
5/24/2009 1:53,5/24/2009 20:32,5/24/2009 11:13,Midday,-6.2,55.894,10.967,,,,
5/24/2009 20:32,5/25/2009 1:37,5/24/2009 23:04,Midnight,-6.2,56.550,13.229,5/24/2009 17:09,2009-05-24 17:57,56.222,12.098
5/25/2009 1:37,5/25/2009 20:11,5/25/2009 10:54,Midday,-6.2,55.357,15.742,,,,
5/25/2009 20:11,5/26/2009 1:35,5/25/2009 22:53,Midnight,-6.2,55.312,16.005,5/25/2009 16:54,2009-05-25 17:57,55.334,15.873
5/26/2009 1:35,5/26/2009 19:57,5/26/2009 10:46,Midday,-6.2,54.463,17.768,,,,
5/26/2009 19:57,5/27/2009 1:54,5/26/2009 22:56,Midnight,-6.2,53.065,15.283,5/26/2009 16:51,2009-05-26 17:57,53.764,16.525
5/27/2009 1:54,5/27/2009 20:23,5/27/2009 11:09,Midday,-6.2,54.723,12.047,,,,
5/27/2009 20:23,5/28/2009 1:55,5/27/2009 23:09,Midnight,-6.2,54.466,12.063,5/27/2009 17:09,2009-05-27 17:57,54.595,12.055
5/28/2009 1:55,5/28/2009 20:39,5/28/2009 11:17,Midday,-6.2,55.297,10.078,,,,
5/28/2009 20:39,5/29/2009 1:40,5/28/2009 23:10,Midnight,-6.2,55.873,11.844,5/28/2009 17:14,2009-05-28 17:57,55.585,10.961
5/29/2009 1:40,5/29/2009 20:23,5/29/2009 11:02,Midday,-6.2,55.116,13.860,,,,
5/29/2009 20:23,5/30/2009 1:46,5/29/2009 23:05,Midnight,-6.2,54.552,13.127,5/29/2009 17:03,2009-05-29 17:57,54.834,13.494
5/30/2009 1:46,5/30/2009 20:21,5/30/2009 11:04,Midday,-6.2,54.506,13.395,,,,
5/30/2009 20:21,5/31/2009 1:44,5/30/2009 23:03,Midnight,-6.2,54.382,13.663,5/30/2009 17:03,2009-05-30 17:57,54.444,13.529
5/31/2009 1:44,5/31/2009 20:41,5/31/2009 11:13,Midday,-6.2,55.489,11.181,,,,
5/31/2009 20:41,6/1/2009 1:34,5/31/2009 23:08,Midnight,-6.2,55.757,12.450,5/31/2009 17:10,2009-05-31 17:58,55.623,11.816
6/1/2009 1:34,6/1/2009 20:41,6/1/2009 11:08,Midday,-6.2,55.812,12.469,,,,
6/1/2009 20:41,6/2/2009 1:26,6/1/2009 23:04,Midnight,-6.2,55.976,13.488,6/1/2009 17:06,2009-06-01 17:58,55.894,12.979
6/2/2009 1:26,6/2/2009 20:24,6/2/2009 10:55,Midday,-6.2,55.180,15.758,,,,
6/2/2009 20:24,6/3/2009 1:57,6/2/2009 23:11,Midnight,-6.2,53.342,11.779,6/2/2009 17:03,2009-06-02 17:58,54.261,13.768
6/3/2009 1:57,6/3/2009 20:23,6/3/2009 11:10,Midday,-6.2,53.298,12.049,,,,
6/3/2009 20:23,6/4/2009 1:38,6/3/2009 23:01,Midnight,-6.2,54.213,14.320,6/3/2009 17:06,2009-06-03 17:58,53.756,13.185
6/4/2009 1:38,6/4/2009 20:20,6/4/2009 10:59,Midday,-6.2,54.067,14.842,,,,
6/4/2009 20:20,6/5/2009 1:16,6/4/2009 22:48,Midnight,-6.2,55.101,17.613,6/4/2009 16:54,2009-06-04 17:59,54.584,16.227
6/5/2009 1:16,6/5/2009 20:32,6/5/2009 10:54,Midday,-6.2,55.627,16.135,,,,
6/5/2009 20:32,6/6/2009 1:16,6/5/2009 22:54,Midnight,-6.2,55.539,16.158,6/5/2009 16:54,2009-06-05 17:59,55.583,16.147
6/6/2009 1:16,6/6/2009 20:47,6/6/2009 11:02,Midday,-6.2,56.202,14.181,,,,
6/6/2009 20:47,6/7/2009 1:43,6/6/2009 23:15,Midnight,-6.2,54.862,10.954,6/6/2009 17:09,2009-06-06 17:59,55.532,12.568
6/7/2009 1:43,6/7/2009 20:30,6/7/2009 11:07,Midday,-6.2,54.020,12.977,,,,
6/7/2009 20:30,6/8/2009 1:07,6/7/2009 22:49,Midnight,-6.2,55.588,17.500,6/7/2009 16:58,2009-06-07 17:59,54.804,15.239
6/8/2009 1:07,6/8/2009 20:30,6/8/2009 10:49,Midday,-6.2,55.647,17.524,,,,
6/8/2009 20:30,6/9/2009 1:17,6/8/2009 22:54,Midnight,-6.2,55.037,16.299,6/8/2009 16:51,2009-06-08 17:59,55.342,16.912
6/9/2009 1:17,6/9/2009 20:22,6/9/2009 10:50,Midday,-6.2,54.725,17.323,,,,
6/9/2009 20:22,6/10/2009 1:48,6/9/2009 23:05,Midnight,-6.2,52.983,13.598,6/9/2009 16:58,2009-06-09 17:59,53.854,15.461
6/10/2009 1:48,6/10/2009 20:24,6/10/2009 11:06,Midday,-6.2,53.066,13.373,,,,
6/10/2009 20:24,6/11/2009 1:10,6/10/2009 22:47,Midnight,-6.2,54.956,18.148,6/10/2009 16:57,2009-06-10 18:00,54.011,15.761
6/11/2009 1:10,6/11/2009 20:31,6/11/2009 10:51,Midday,-6.2,55.292,17.174,,,,
6/11/2009 20:31,6/12/2009 1:44,6/11/2009 23:08,Midnight,-6.2,53.484,12.950,6/11/2009 16:59,2009-06-11 18:00,54.388,15.062
6/12/2009 1:44,6/12/2009 20:22,6/12/2009 11:03,Midday,-6.2,53.018,14.225,,,,
6/12/2009 20:22,6/13/2009 1:34,6/12/2009 22:58,Midnight,-6.2,53.522,15.501,6/12/2009 17:01,2009-06-12 18:00,53.270,14.863
6/13/2009 1:34,6/13/2009 20:43,6/13/2009 11:09,Midday,-6.2,54.601,12.778,,,,
6/13/2009 20:43,6/14/2009 1:33,6/13/2009 23:08,Midnight,-6.2,54.563,13.054,6/13/2009 17:09,2009-06-13 18:00,54.582,12.916
6/14/2009 1:33,6/14/2009 20:49,6/14/2009 11:11,Midday,-6.2,54.822,12.331,,,,
6/14/2009 20:49,6/15/2009 1:07,6/14/2009 22:58,Midnight,-6.2,55.900,15.607,6/14/2009 17:05,2009-06-14 18:01,55.361,13.969
6/15/2009 1:07,6/15/2009 20:41,6/15/2009 10:54,Midday,-6.2,55.557,16.633,,,,
6/15/2009 20:41,6/16/2009 0:57,6/15/2009 22:49,Midnight,-6.2,55.935,17.910,6/15/2009 16:52,2009-06-15 18:01,55.746,17.272
6/16/2009 0:57,6/16/2009 20:52,6/16/2009 10:55,Midday,-6.2,56.375,16.437,,,,
6/16/2009 20:52,6/17/2009 1:24,6/16/2009 23:08,Midnight,-6.2,55.240,13.214,6/16/2009 17:02,2009-06-16 18:01,55.808,14.826
6/17/2009 1:24,6/17/2009 20:31,6/17/2009 10:58,Midday,-6.2,54.316,15.741,,,,
6/17/2009 20:31,6/18/2009 1:38,6/17/2009 23:05,Midnight,-6.2,53.502,14.019,6/17/2009 17:01,2009-06-17 18:01,53.909,14.880
6/18/2009 1:38,6/18/2009 20:41,6/18/2009 11:10,Midday,-6.2,54.093,12.796,,,,
6/18/2009 20:41,6/19/2009 1:10,6/18/2009 22:56,Midnight,-6.2,55.274,16.323,6/18/2009 17:03,2009-06-18 18:01,54.684,14.559
6/19/2009 1:10,6/19/2009 20:23,6/19/2009 10:47,Midday,-6.2,54.550,18.600,,,,
6/19/2009 20:23,6/20/2009 1:08,6/19/2009 22:46,Midnight,-6.2,54.549,18.877,6/19/2009 16:46,2009-06-19 18:01,54.549,18.738
6/20/2009 1:08,6/20/2009 20:52,6/20/2009 11:00,Midday,-6.2,55.822,15.404,,,,
6/20/2009 20:52,6/21/2009 1:28,6/20/2009 23:10,Midnight,-6.2,54.994,12.932,6/20/2009 17:05,2009-06-20 18:02,55.408,14.168
6/21/2009 1:28,6/21/2009 21:04,6/21/2009 11:16,Midday,-6.2,55.495,11.460,,,,
6/21/2009 21:04,6/22/2009 1:24,6/21/2009 23:14,Midnight,-6.2,55.668,11.987,6/21/2009 17:15,2009-06-21 18:02,55.582,11.723
6/22/2009 1:24,6/22/2009 20:47,6/22/2009 11:06,Midday,-6.2,54.986,14.013,,,,
6/22/2009 20:47,6/23/2009 1:14,6/22/2009 23:01,Midnight,-6.2,55.347,15.290,6/22/2009 17:03,2009-06-22 18:02,55.167,14.652
6/23/2009 1:14,6/23/2009 21:00,6/23/2009 11:07,Midday,-6.2,55.908,13.817,,,,
6/23/2009 21:00,6/24/2009 1:14,6/23/2009 23:07,Midnight,-6.2,55.930,13.844,6/23/2009 17:07,2009-06-23 18:03,55.919,13.831
6/24/2009 1:14,6/24/2009 21:10,6/24/2009 11:12,Midday,-6.2,56.304,12.621,,,,
6/24/2009 21:10,6/25/2009 1:27,6/24/2009 23:19,Midnight,-6.2,55.797,10.898,6/24/2009 17:16,2009-06-24 18:03,56.050,11.760
6/25/2009 1:27,6/25/2009 20:43,6/25/2009 11:05,Midday,-6.2,54.680,14.424,,,,
6/25/2009 20:43,6/26/2009 1:08,6/25/2009 22:56,Midnight,-6.2,55.502,16.700,6/25/2009 17:01,2009-06-25 18:03,55.091,15.562
6/26/2009 1:08,6/26/2009 21:00,6/26/2009 11:04,Midday,-6.2,56.212,14.727,,,,
6/26/2009 21:00,6/27/2009 1:24,6/26/2009 23:12,Midnight,-6.2,55.624,12.753,6/26/2009 17:08,2009-06-26 18:03,55.918,13.740
6/27/2009 1:24,6/27/2009 20:53,6/27/2009 11:09,Midday,-6.2,55.373,13.529,,,,
6/27/2009 20:53,6/28/2009 1:34,6/27/2009 23:14,Midnight,-6.2,54.894,12.305,6/27/2009 17:11,2009-06-27 18:03,55.133,12.917
6/28/2009 1:34,6/28/2009 20:52,6/28/2009 11:13,Midday,-6.2,54.894,12.581,,,,
6/28/2009 20:52,6/29/2009 1:33,6/28/2009 23:13,Midnight,-6.2,54.948,12.606,6/28/2009 17:13,2009-06-28 18:03,54.921,12.593
6/29/2009 1:33,6/29/2009 20:57,6/29/2009 11:15,Midday,-6.2,55.218,12.131,,,,
6/29/2009 20:57,6/30/2009 1:37,6/29/2009 23:17,Midnight,-6.2,55.100,11.656,6/29/2009 17:16,2009-06-29 18:04,55.159,11.894
6/30/2009 1:37,6/30/2009 20:34,6/30/2009 11:06,Midday,-6.2,54.059,14.430,,,,
6/30/2009 20:34,7/1/2009 1:34,6/30/2009 23:04,Midnight,-6.2,54.225,14.955,6/30/2009 17:05,2009-06-30 18:04,54.142,14.692
7/1/2009 1:34,7/1/2009 20:40,7/1/2009 11:07,Midday,-6.2,54.525,14.229,,,,
7/1/2009 20:40,7/2/2009 1:24,7/1/2009 23:02,Midnight,-6.2,55.066,15.503,7/1/2009 17:05,2009-07-01 18:04,54.795,14.866
7/2/2009 1:24,7/2/2009 20:50,7/2/2009 11:07,Midday,-6.2,55.517,14.276,,,,
7/2/2009 20:50,7/3/2009 1:24,7/2/2009 23:07,Midnight,-6.2,55.594,14.300,7/2/2009 17:07,2009-07-02 18:04,55.556,14.288
7/3/2009 1:24,7/3/2009 20:42,7/3/2009 11:03,Midday,-6.2,55.250,15.322,,,,
7/3/2009 20:42,7/4/2009 1:34,7/3/2009 23:08,Midnight,-6.2,54.871,14.095,7/3/2009 17:06,2009-07-03 18:05,55.061,14.709
7/4/2009 1:34,7/4/2009 20:34,7/4/2009 11:04,Midday,-6.2,54.494,15.117,,,,
7/4/2009 20:34,7/5/2009 1:34,7/4/2009 23:04,Midnight,-6.2,54.583,15.139,7/4/2009 17:04,2009-07-04 18:05,54.538,15.128
7/5/2009 1:34,7/5/2009 20:13,7/5/2009 10:54,Midday,-6.2,53.550,17.661,,,,
7/5/2009 20:13,7/6/2009 1:54,7/5/2009 23:04,Midnight,-6.2,52.361,15.182,7/5/2009 16:59,2009-07-05 18:04,52.955,16.421
7/6/2009 1:54,7/6/2009 20:50,7/6/2009 11:22,Midday,-6.2,54.508,10.704,,,,
7/6/2009 20:50,7/7/2009 1:34,7/6/2009 23:12,Midnight,-6.2,55.565,13.224,7/6/2009 17:17,2009-07-06 18:05,55.037,11.964
7/7/2009 1:34,7/7/2009 20:51,7/7/2009 11:13,Midday,-6.2,55.671,12.994,,,,
7/7/2009 20:51,7/8/2009 1:25,7/7/2009 23:08,Midnight,-6.2,56.127,14.263,7/7/2009 17:11,2009-07-07 18:05,55.899,13.629
7/8/2009 1:25,7/8/2009 20:27,7/8/2009 10:56,Midday,-6.2,55.047,17.282,,,,
7/8/2009 20:27,7/9/2009 1:44,7/8/2009 23:06,Midnight,-6.2,54.132,14.801,7/8/2009 17:01,2009-07-08 18:05,54.589,16.042
7/9/2009 1:44,7/9/2009 20:29,7/9/2009 11:07,Midday,-6.2,54.368,14.570,,,,
7/9/2009 20:29,7/10/2009 1:54,7/9/2009 23:12,Midnight,-6.2,53.830,13.338,7/9/2009 17:09,2009-07-09 18:05,54.099,13.954
7/10/2009 1:54,7/10/2009 20:41,7/10/2009 11:18,Midday,-6.2,54.617,11.856,,,,
7/10/2009 20:41,7/11/2009 1:54,7/10/2009 23:18,Midnight,-6.2,54.635,11.873,7/10/2009 17:18,2009-07-10 18:05,54.626,11.864
7/11/2009 1:54,7/11/2009 20:57,7/11/2009 11:26,Midday,-6.2,55.566,9.890,,,,
7/11/2009 20:57,7/12/2009 1:53,7/11/2009 23:25,Midnight,-6.2,55.695,10.156,7/11/2009 17:26,2009-07-11 18:06,55.631,10.023
7/12/2009 1:53,7/12/2009 21:17,7/12/2009 11:35,Midday,-6.2,56.626,7.672,,,,
7/12/2009 21:17,7/13/2009 2:00,7/12/2009 23:39,Midnight,-6.2,56.410,6.687,7/12/2009 17:37,2009-07-12 18:06,56.518,7.179
7/13/2009 2:00,7/13/2009 22:14,7/13/2009 12:07,Midday,-6.2,58.645,-0.298,,,,
7/13/2009 22:14,7/14/2009 2:28,7/14/2009 0:21,Midnight,-6.2,57.812,-3.783,7/13/2009 18:14,2009-07-13 18:06,58.229,-2.041
7/14/2009 2:28,7/14/2009 22:54,7/14/2009 12:41,Midday,-6.2,59.179,-8.769,,,,
7/14/2009 22:54,7/15/2009 3:15,7/15/2009 1:05,Midnight,-6.2,57.679,-14.756,7/14/2009 18:53,2009-07-14 18:06,58.429,-11.763
7/15/2009 3:15,7/15/2009 23:12,7/15/2009 13:14,Midday,-6.2,58.448,-16.993,,,,
7/15/2009 23:12,7/16/2009 3:48,7/16/2009 1:30,Midnight,-6.2,57.290,-20.981,7/15/2009 19:22,2009-07-15 18:06,57.869,-18.987
7/16/2009 3:48,7/16/2009 22:59,7/16/2009 13:24,Midday,-6.2,56.796,-19.469,,,,
7/16/2009 22:59,7/17/2009 4:57,7/17/2009 1:58,Midnight,-6.2,53.112,-27.958,7/16/2009 19:41,2009-07-16 18:06,54.954,-23.714
7/17/2009 4:57,7/17/2009 22:31,7/17/2009 13:44,Midday,-6.2,51.164,-24.448,,,,
7/17/2009 22:31,7/18/2009 5:17,7/18/2009 1:54,Midnight,-6.2,49.706,-26.938,7/17/2009 19:49,2009-07-17 18:07,50.435,-25.693
7/18/2009 5:17,7/18/2009 22:31,7/18/2009 13:54,Midday,-6.2,49.762,-26.929,,,,
7/18/2009 22:31,7/19/2009 5:15,7/19/2009 1:53,Midnight,-6.2,50.100,-26.670,7/18/2009 19:54,2009-07-18 18:07,49.931,-26.799
7/19/2009 5:15,7/19/2009 22:09,7/19/2009 13:42,Midday,-6.2,48.182,-23.912,,,,
7/19/2009 22:09,7/20/2009 5:24,7/20/2009 1:47,Midnight,-6.2,47.374,-25.154,7/19/2009 19:45,2009-07-19 18:06,47.778,-24.533
7/20/2009 5:24,7/20/2009 22:11,7/20/2009 13:48,Midday,-6.2,47.840,-25.397,,,,
7/20/2009 22:11,7/21/2009 5:20,7/21/2009 1:46,Midnight,-6.2,48.214,-24.891,7/20/2009 19:47,2009-07-20 18:06,48.027,-25.144
7/21/2009 5:20,7/21/2009 22:02,7/21/2009 13:41,Midday,-6.2,47.487,-23.635,,,,
7/21/2009 22:02,7/22/2009 5:15,7/22/2009 1:39,Midnight,-6.2,48.072,-23.130,7/21/2009 19:40,2009-07-21 18:07,47.779,-23.383
7/22/2009 5:15,7/22/2009 21:59,7/22/2009 13:37,Midday,-6.2,47.946,-22.625,,,,
7/22/2009 21:59,7/23/2009 5:17,7/23/2009 1:38,Midnight,-6.2,47.931,-22.871,7/22/2009 19:38,2009-07-22 18:07,47.939,-22.748
7/23/2009 5:17,7/23/2009 21:12,7/23/2009 13:15,Midday,-6.2,42.655,-17.118,,,,
7/23/2009 21:12,7/24/2009 5:20,7/24/2009 1:16,Midnight,-6.2,42.305,-17.365,7/23/2009 19:16,2009-07-23 18:07,42.480,-17.242
7/24/2009 5:20,7/24/2009 20:33,7/24/2009 12:57,Midday,-6.2,36.586,-12.613,,,,
7/24/2009 20:33,7/25/2009 6:00,7/25/2009 1:17,Midnight,-6.2,28.571,-17.612,7/24/2009 19:07,2009-07-24 18:06,32.579,-15.112
7/25/2009 6:00,7/25/2009 20:29,7/25/2009 13:15,Midday,-6.2,28.229,-17.111,,,,
7/25/2009 20:29,7/26/2009 6:23,7/26/2009 1:26,Midnight,-6.2,22.613,-19.860,7/25/2009 19:21,2009-07-25 18:07,25.421,-18.486
7/26/2009 6:23,7/26/2009 20:13,7/26/2009 13:18,Midday,-6.2,18.393,-17.861,,,,
7/26/2009 20:13,7/27/2009 6:15,7/27/2009 1:14,Midnight,-6.2,20.732,-16.862,7/26/2009 19:16,2009-07-26 18:07,19.563,-17.361
7/27/2009 6:15,7/27/2009 20:13,7/27/2009 13:14,Midday,-6.2,20.835,-16.863,,,,
7/27/2009 20:13,7/28/2009 6:18,7/28/2009 1:16,Midnight,-6.2,19.867,-17.365,7/27/2009 19:15,2009-07-27 18:07,20.351,-17.114
7/28/2009 6:18,7/28/2009 20:12,7/28/2009 13:15,Midday,-6.2,19.973,-17.118,,,,
7/28/2009 20:12,7/29/2009 6:34,7/29/2009 1:23,Midnight,-6.2,15.406,-19.122,7/28/2009 19:19,2009-07-28 18:07,17.690,-18.120
7/29/2009 6:34,7/29/2009 20:03,7/29/2009 13:19,Midday,-6.2,12.996,-18.126,,,,
